district,murder,year
LAWNGTLAI,0,2012
LUNGLEI,0,2012
MAMIT,0,2012
SAIHA,0,2012
SERCHHIP,0,2012
DIMAPUR,0,2012
KIPHIRE,0,2012
KOHIMA,0,2012
LONGLENG,0,2012
MOKOKCHUNG,0,2012
MON,0,2012
PEREN,0,2012
PHEK,0,2012
TUENSANG,0,2012
WOKHA,0,2012
ZUNHEBOTO,0,2012
BALASORE,0,2012
BERHAMPUR,0,2012
BHADRAK,0,2012
BOLANGIR,0,2012
BOUDH,0,2012
CUTTACK,0,2012
"DCP BBSR",0,2012
"DCP CTC",0,2012
DEOGARH,0,2012
DHENKANAL,0,2012
GAJAPATI,0,2012
GANJAM,0,2012
JAGATSINGHPUR,0,2012
JAJPUR,0,2012
JHARSUGUDA,0,2012
KALAHANDI,0,2012
KANDHAMAL,0,2012
KENDRAPARA,0,2012
KEONJHAR,0,2012
KHURDA,0,2012
KORAPUT,0,2012
MALKANGIR,0,2012
MAYURBHANJ,0,2012
NAYAGARH,0,2012
NOWRANGPUR,0,2012
NUAPADA,0,2012
PURI,0,2012
RAYAGADA,0,2012
ROURKELA,0,2012
SAMBALPUR,0,2012
SONEPUR,0,2012
SRP(CUTTACK),0,2012
SRP(ROURKELA),0,2012
SUNDARGARH,0,2012
"AMRITSAR RURAL",0,2012
BARNALA,0,2012
BATALA,0,2012
BHATINDA,0,2012
"CP AMRITSAR",0,2012
"CP JALANDHAR",0,2012
"CP LUDHIANA",0,2012
FARIDKOT,0,2012
"FATEHGARH SAHIB",0,2012
FAZILKA,0,2012
FEROZPUR,0,2012
G.R.P,0,2012
GURDASPUR,0,2012
HOSHIARPUR,0,2012
"JALANDHAR RURAL",0,2012
KAPURTHALA,0,2012
KHANNA,0,2012
"LUDHIANA RURAL",0,2012
MANSA,0,2012
MOGA,0,2012
MUKTSAR,0,2012
PATHANKOT,0,2012
PATIALA,0,2012
ROPAR,0,2012
SANGRUR,0,2012
"SAS NGR",0,2012
"SBS NAGAR",0,2012
"TARN TARAN",0,2012
AJMER,0,2012
BANSWARA,0,2012
BARAN,0,2012
BARMER,0,2012
BHARATPUR,0,2012
BHILWARA,0,2012
BIKANER,0,2012
CHITTORGARH,0,2012
CHURU,0,2012
DHOLPUR,0,2012
DUNGARPUR,0,2012
G.R.P.AJMER,0,2012
G.R.P.JODHPUR,0,2012
GANGANAGAR,0,2012
HANUMANGARH,0,2012
"JAIPUR EAST",0,2012
"JAIPUR NORTH",0,2012
"JAIPUR WEST",0,2012
JAISALMER,0,2012
JALORE,0,2012
JHALAWAR,0,2012
JHUNJHUNU,0,2012
"JODHPUR EAST",0,2012
"JODHPUR WEST",0,2012
"KOTA CITY",0,2012
NAGAUR,0,2012
PRATAPGARH,0,2012
RAJSAMAND,0,2012
"SAWAI MADHOPUR",0,2012
SIKAR,0,2012
UDAIPUR,0,2012
EAST,0,2012
NORTH,0,2012
SOUTH,0,2012
WEST,0,2012
ARIYALUR,0,2012
CHENNAI,0,2012
"CHENNAI RLY.",0,2012
"COIMBATORE RURAL",0,2012
"COIMBATORE URBAN",0,2012
CUDDALORE,0,2012
DINDIGUL,0,2012
ERODE,0,2012
KANCHIPURAM,0,2012
KANYAKUMARI,0,2012
KARUR,0,2012
KRISHNAGIRI,0,2012
"MADURAI RURAL",0,2012
"MADURAI URBAN",0,2012
NAGAPATTINAM,0,2012
NAMAKKAL,0,2012
NILGIRIS,0,2012
PERAMBALUR,0,2012
PUDUKOTTAI,0,2012
RAMNATHAPURAM,0,2012
"SALEM RURAL",0,2012
"SALEM URBAN",0,2012
SIVAGANGAI,0,2012
THANJAVUR,0,2012
THENI,0,2012
"THIRUNELVELI RURAL",0,2012
"THIRUNELVELI URBAN",0,2012
THIRUVALLUR,0,2012
THIRUVANNAMALAI,0,2012
THIRUVARUR,0,2012
THOOTHUGUDI,0,2012
TIRUPPUR,0,2012
"TRICHY RLY.",0,2012
"TRICHY RURAL",0,2012
"TRICHY URBAN",0,2012
VELLORE,0,2012
VILLUPURAM,0,2012
VIRUDHUNAGAR,0,2012
DHALAI,0,2012
GOMATI,0,2012
GRP,0,2012
KHOWAI,0,2012
NORTH,0,2012
SIPAHIJALA,0,2012
SOUTH,0,2012
UNAKOTI,0,2012
WEST,0,2012
AGRA,0,2012
ALIGARH,0,2012
ALLAHABAD,0,2012
"AMBEDKAR NAGAR",0,2012
AURAIYA,0,2012
AZAMGARH,0,2012
BADAUN,0,2012
BAGHPAT,0,2012
BAHRAICH,0,2012
BALLIA,0,2012
BALRAMPUR,0,2012
BANDA,0,2012
BARABANKI,0,2012
BAREILLY,0,2012
BASTI,0,2012
"BHIM NAGAR",0,2012
BIJNOR,0,2012
BULANDSHAHAR,0,2012
CHANDOLI,0,2012
"CHITRAKOOT DHAM",0,2012
"CSM NAGAR",0,2012
DEORIA,0,2012
ETAH,0,2012
ETAWAH,0,2012
FAIZABAD,0,2012
FATEHGARH,0,2012
FATEHPUR,0,2012
FIROZABAD,0,2012
G.R.P.,0,2012
"GAUTAMBUDH NAGAR",0,2012
GHAZIABAD,0,2012
GHAZIPUR,0,2012
GONDA,0,2012
GORAKHPUR,0,2012
HAMIRPUR,0,2012
HARDOI,0,2012
HATHRAS,0,2012
J.P.NAGAR,0,2012
JALAUN,0,2012
JAUNPUR,0,2012
JHANSI,0,2012
KANNAUJ,0,2012
"KANPUR NAGAR",0,2012
"KANSHIRAM NAGAR",0,2012
KAUSHAMBI,0,2012
KHIRI,0,2012
"KUSHI NAGAR",0,2012
LALITPUR,0,2012
LUCKNOW,0,2012
MAHARAJGANJ,0,2012
MAHOBA,0,2012
MAINPURI,0,2012
MATHURA,0,2012
MAU,0,2012
MEERUT,0,2012
MIRZAPUR,0,2012
MORADABAD,0,2012
MUZAFFARNAGAR,0,2012
"PANCHSHIL NAGAR",0,2012
PILIBHIT,0,2012
"PRABUDDH NAGAR",0,2012
PRATAPGARH,0,2012
RAIBAREILLY,0,2012
"RAMABAI NAGAR",0,2012
RAMPUR,0,2012
SAHARANPUR,0,2012
"SANT KABIRNAGAR",0,2012
SHAHJAHANPUR,0,2012
SHRAWASTI,0,2012
SIDHARTHNAGAR,0,2012
SITAPUR,0,2012
SONBHADRA,0,2012
ST.RAVIDASNAGAR,0,2012
SULTANPUR,0,2012
UNNAO,0,2012
VARANASI,0,2012
ALMORA,0,2012
BAGESHWAR,0,2012
CHAMOLI,0,2012
CHAMPAWAT,0,2012
DEHRADUN,0,2012
HARIDWAR,0,2012
NAINITAL,0,2012
"PAURI GARHWAL",0,2012
PITHORAGARH,0,2012
"RUDRA PRAYAG",0,2012
"TEHRI GARHWAL",0,2012
"UDHAMSINGH NAGAR",0,2012
UTTARKASHI,0,2012
"24 PARGANAS NORTH",0,2012
"24 PARGANAS SOUTH",0,2012
ASANSOL,0,2012
BANKURA,0,2012
"BDN CP",0,2012
"BKP CP",0,2012
BURDWAN,0,2012
COOCHBEHAR,0,2012
"DAKSHIN DINAJPUR",0,2012
DARJEELING,0,2012
HOOGHLY,0,2012
HOWRAH,0,2012
"HOWRAH CITY",0,2012
"HOWRAH G.R.P.",0,2012
JALPAIGURI,0,2012
JHARGRAM,0,2012
"KHARAGPUR G.R.P.",0,2012
KOLKATA,0,2012
MALDA,0,2012
MURSHIDABAD,0,2012
NADIA,0,2012
"PASCHIM MIDNAPUR",0,2012
"PURAB MIDNAPUR",0,2012
PURULIA,0,2012
"SEALDAH G.R.P.",0,2012
"SILIGURI G.R.P.",0,2012
SILIGURI_PC,0,2012
"UTTAR DINAJPUR",0,2012
CAR,0,2012
NORTH,0,2012
SOUTH,0,2012
CHANDIGARH,0,2012
"D and N HAVELI",0,2012
DAMAN,0,2012
DIU,0,2012
CAW,0,2012
CENTRAL,0,2012
"CRIME BRANCH",0,2012
EAST,0,2012
EOW,0,2012
GRP(RLY),0,2012
"IGI AIRPORT",0,2012
"NEW DELHI",0,2012
NORTH,0,2012
NORTH-EAST,0,2012
NORTH-WEST,0,2012
OUTER,0,2012
SOUTH,0,2012
SOUTH-EAST,0,2012
SOUTH-WEST,0,2012
STF,0,2012
WEST,0,2012
LAKSHADWEEP,0,2012
KARAIKAL,0,2012
PUDUCHERRY,0,2012
REWA,0,2012
SHAJAPUR,0,2012
SHIVPURI,0,2012
SIDHI,0,2012
SIHORE,0,2012
SINGRAULI,0,2012
TIKAMGARH,0,2012
UMARIYA,0,2012
AHMEDNAGAR,0,2012
AKOLA,0,2012
"AMRAVATI COMMR.",0,2012
"AMRAVATI RURAL",0,2012
"AURANGABAD COMMR.",0,2012
"AURANGABAD RURAL",0,2012
BHANDARA,0,2012
BULDHANA,0,2012
DHULE,0,2012
GADCHIROLI,0,2012
HINGOLI,0,2012
JALGAON,0,2012
JALNA,0,2012
KOLHAPUR,0,2012
LATUR,0,2012
"MUMBAI COMMR.",0,2012
"MUMBAI RLY.",0,2012
"NAGPUR COMMR.",0,2012
"NAGPUR RLY.",0,2012
"NAGPUR RURAL",0,2012
NANDED,0,2012
NANDURBAR,0,2012
"NASIK COMMR.",0,2012
"NASIK RURAL",0,2012
"NAVI MUMBAI",0,2012
"PUNE COMMR.",0,2012
"PUNE RLY.",0,2012
"PUNE RURAL",0,2012
RAIGAD,0,2012
RATNAGIRI,0,2012
SANGLI,0,2012
SATARA,0,2012
SINDHUDURG,0,2012
"SOLAPUR COMMR.",0,2012
"THANE COMMR.",0,2012
BISHNUPUR,0,2012
CHANDEL,0,2012
CHURACHANDPUR,0,2012
CID,0,2012
"IMPHAL EAST",0,2012
"IMPHAL WEST",0,2012
SENAPATI,0,2012
TAMENGLONG,0,2012
THOUBAL,0,2012
UKHRUL,0,2012
TOTAL,0,2012
"GARO HILLS EAST",0,2012
"GARO HILLS SOUTH",0,2012
"GARO HILLS WEST",0,2012
"JAINTIA HILLS",0,2012
"KHASI HILLS EAST",0,2012
"KHASI HILLS WEST",0,2012
RI-BHOI,0,2012
TOTAL,0,2012
AIZAWL,0,2012
CHAMPHAI,0,2012
KOLASIB,0,2012
LAWNGTLAI,0,2012
LUNGLEI,0,2012
MAMIT,0,2012
SAIHA,0,2012
SERCHHIP,0,2012
TOTAL,0,2012
DIMAPUR,0,2012
KIPHIRE,0,2012
KOHIMA,0,2012
LONGLENG,0,2012
MOKOKCHUNG,0,2012
MON,0,2012
PEREN,0,2012
PHEK,0,2012
TUENSANG,0,2012
WOKHA,0,2012
ZUNHEBOTO,0,2012
TOTAL,0,2012
BALASORE,0,2012
BERHAMPUR,0,2012
BHADRAK,0,2012
BOLANGIR,0,2012
BOUDH,0,2012
CUTTACK,0,2012
"DCP BBSR",0,2012
"DCP CTC",0,2012
DEOGARH,0,2012
DHENKANAL,0,2012
GAJAPATI,0,2012
GANJAM,0,2012
JAGATSINGHPUR,0,2012
JAJPUR,0,2012
JHARSUGUDA,0,2012
KALAHANDI,0,2012
KANDHAMAL,0,2012
KENDRAPARA,0,2012
KEONJHAR,0,2012
KHURDA,0,2012
KORAPUT,0,2012
MALKANGIR,0,2012
MAYURBHANJ,0,2012
NAYAGARH,0,2012
NOWRANGPUR,0,2012
NUAPADA,0,2012
PURI,0,2012
RAYAGADA,0,2012
ROURKELA,0,2012
SAMBALPUR,0,2012
SONEPUR,0,2012
SRP(CUTTACK),0,2012
SRP(ROURKELA),0,2012
SUNDARGARH,0,2012
"AMRITSAR RURAL",0,2012
BARNALA,0,2012
BATALA,0,2012
BHATINDA,0,2012
"CP AMRITSAR",0,2012
"CP JALANDHAR",0,2012
"CP LUDHIANA",0,2012
FARIDKOT,0,2012
"FATEHGARH SAHIB",0,2012
FAZILKA,0,2012
FEROZPUR,0,2012
G.R.P,0,2012
GURDASPUR,0,2012
HOSHIARPUR,0,2012
"JALANDHAR RURAL",0,2012
KAPURTHALA,0,2012
KHANNA,0,2012
"LUDHIANA RURAL",0,2012
MANSA,0,2012
MOGA,0,2012
MUKTSAR,0,2012
PATHANKOT,0,2012
PATIALA,0,2012
ROPAR,0,2012
SANGRUR,0,2012
"SAS NGR",0,2012
"SBS NAGAR",0,2012
"TARN TARAN",0,2012
TOTAL,0,2012
AJMER,0,2012
BANSWARA,0,2012
BARAN,0,2012
BARMER,0,2012
BHARATPUR,0,2012
BHILWARA,0,2012
BIKANER,0,2012
CHITTORGARH,0,2012
CHURU,0,2012
DHOLPUR,0,2012
DUNGARPUR,0,2012
G.R.P.AJMER,0,2012
G.R.P.JODHPUR,0,2012
GANGANAGAR,0,2012
HANUMANGARH,0,2012
"JAIPUR EAST",0,2012
"JAIPUR NORTH",0,2012
"JAIPUR WEST",0,2012
JAISALMER,0,2012
JALORE,0,2012
JHALAWAR,0,2012
JHUNJHUNU,0,2012
"JODHPUR EAST",0,2012
"JODHPUR WEST",0,2012
"KOTA CITY",0,2012
NAGAUR,0,2012
PRATAPGARH,0,2012
RAJSAMAND,0,2012
"SAWAI MADHOPUR",0,2012
SIKAR,0,2012
UDAIPUR,0,2012
EAST,0,2012
NORTH,0,2012
SOUTH,0,2012
WEST,0,2012
TOTAL,0,2012
ARIYALUR,0,2012
CHENNAI,0,2012
"CHENNAI RLY.",0,2012
"COIMBATORE RURAL",0,2012
"COIMBATORE URBAN",0,2012
CUDDALORE,0,2012
DINDIGUL,0,2012
ERODE,0,2012
KANCHIPURAM,0,2012
KANYAKUMARI,0,2012
KARUR,0,2012
KRISHNAGIRI,0,2012
"MADURAI RURAL",0,2012
"MADURAI URBAN",0,2012
NAGAPATTINAM,0,2012
NAMAKKAL,0,2012
NILGIRIS,0,2012
PERAMBALUR,0,2012
PUDUKOTTAI,0,2012
RAMNATHAPURAM,0,2012
"SALEM RURAL",0,2012
"SALEM URBAN",0,2012
SIVAGANGAI,0,2012
THANJAVUR,0,2012
THENI,0,2012
"THIRUNELVELI RURAL",0,2012
"THIRUNELVELI URBAN",0,2012
THIRUVALLUR,0,2012
THIRUVANNAMALAI,0,2012
THIRUVARUR,0,2012
THOOTHUGUDI,0,2012
TIRUPPUR,0,2012
"TRICHY RLY.",0,2012
"TRICHY RURAL",0,2012
"TRICHY URBAN",0,2012
VELLORE,0,2012
VILLUPURAM,0,2012
VIRUDHUNAGAR,0,2012
DHALAI,0,2012
GOMATI,0,2012
GRP,0,2012
KHOWAI,0,2012
NORTH,0,2012
SIPAHIJALA,0,2012
SOUTH,0,2012
UNAKOTI,0,2012
WEST,0,2012
TOTAL,0,2012
AGRA,0,2012
ALIGARH,0,2012
ALLAHABAD,0,2012
"AMBEDKAR NAGAR",0,2012
AURAIYA,0,2012
AZAMGARH,0,2012
BADAUN,0,2012
BAGHPAT,0,2012
BAHRAICH,0,2012
BALLIA,0,2012
BALRAMPUR,0,2012
BANDA,0,2012
BARABANKI,0,2012
BAREILLY,0,2012
BASTI,0,2012
"BHIM NAGAR",0,2012
BIJNOR,0,2012
BULANDSHAHAR,0,2012
CHANDOLI,0,2012
"CHITRAKOOT DHAM",0,2012
"CSM NAGAR",0,2012
DEORIA,0,2012
ETAH,0,2012
ETAWAH,0,2012
FAIZABAD,0,2012
FATEHGARH,0,2012
FATEHPUR,0,2012
FIROZABAD,0,2012
G.R.P.,0,2012
"GAUTAMBUDH NAGAR",0,2012
GHAZIABAD,0,2012
GHAZIPUR,0,2012
GONDA,0,2012
GORAKHPUR,0,2012
HAMIRPUR,0,2012
HARDOI,0,2012
HATHRAS,0,2012
J.P.NAGAR,0,2012
JALAUN,0,2012
JAUNPUR,0,2012
JHANSI,0,2012
KANNAUJ,0,2012
"KANPUR NAGAR",0,2012
"KANSHIRAM NAGAR",0,2012
KAUSHAMBI,0,2012
KHIRI,0,2012
"KUSHI NAGAR",0,2012
LALITPUR,0,2012
LUCKNOW,0,2012
MAHARAJGANJ,0,2012
MAHOBA,0,2012
MAINPURI,0,2012
MATHURA,0,2012
MAU,0,2012
MEERUT,0,2012
MIRZAPUR,0,2012
MORADABAD,0,2012
MUZAFFARNAGAR,0,2012
"PANCHSHIL NAGAR",0,2012
PILIBHIT,0,2012
"PRABUDDH NAGAR",0,2012
PRATAPGARH,0,2012
RAIBAREILLY,0,2012
"RAMABAI NAGAR",0,2012
RAMPUR,0,2012
SAHARANPUR,0,2012
"SANT KABIRNAGAR",0,2012
SHAHJAHANPUR,0,2012
SHRAWASTI,0,2012
SIDHARTHNAGAR,0,2012
SITAPUR,0,2012
SONBHADRA,0,2012
ST.RAVIDASNAGAR,0,2012
SULTANPUR,0,2012
UNNAO,0,2012
VARANASI,0,2012
TOTAL,0,2012
ALMORA,0,2012
BAGESHWAR,0,2012
CHAMOLI,0,2012
CHAMPAWAT,0,2012
DEHRADUN,0,2012
HARIDWAR,0,2012
NAINITAL,0,2012
"PAURI GARHWAL",0,2012
PITHORAGARH,0,2012
"RUDRA PRAYAG",0,2012
"TEHRI GARHWAL",0,2012
"UDHAMSINGH NAGAR",0,2012
UTTARKASHI,0,2012
TOTAL,0,2012
"24 PARGANAS NORTH",0,2012
"24 PARGANAS SOUTH",0,2012
ASANSOL,0,2012
BANKURA,0,2012
"BDN CP",0,2012
"BKP CP",0,2012
BURDWAN,0,2012
COOCHBEHAR,0,2012
"DAKSHIN DINAJPUR",0,2012
DARJEELING,0,2012
HOOGHLY,0,2012
HOWRAH,0,2012
"HOWRAH CITY",0,2012
"HOWRAH G.R.P.",0,2012
JALPAIGURI,0,2012
JHARGRAM,0,2012
"KHARAGPUR G.R.P.",0,2012
KOLKATA,0,2012
MALDA,0,2012
MURSHIDABAD,0,2012
NADIA,0,2012
"PASCHIM MIDNAPUR",0,2012
"PURAB MIDNAPUR",0,2012
PURULIA,0,2012
"SEALDAH G.R.P.",0,2012
"SILIGURI G.R.P.",0,2012
SILIGURI_PC,0,2012
"UTTAR DINAJPUR",0,2012
CAR,0,2012
NORTH,0,2012
SOUTH,0,2012
TOTAL,0,2012
CHANDIGARH,0,2012
TOTAL,0,2012
"D and N HAVELI",0,2012
TOTAL,0,2012
DAMAN,0,2012
DIU,0,2012
TOTAL,0,2012
CAW,0,2012
CENTRAL,0,2012
"CRIME BRANCH",0,2012
EAST,0,2012
EOW,0,2012
GRP(RLY),0,2012
"IGI AIRPORT",0,2012
"NEW DELHI",0,2012
NORTH,0,2012
NORTH-EAST,0,2012
NORTH-WEST,0,2012
OUTER,0,2012
SOUTH,0,2012
SOUTH-EAST,0,2012
SOUTH-WEST,0,2012
STF,0,2012
WEST,0,2012
TOTAL,0,2012
LAKSHADWEEP,0,2012
TOTAL,0,2012
KARAIKAL,0,2012
PUDUCHERRY,0,2012
TOTAL,0,2012
